accX,accY,accZ,id,timestamp
6994,-1534,2163,3532,1748698386625
1032,187,2630,3533,1748698386665
3658,-594,2590,3534,1748698386708
3526,-1011,2615,3535,1748698386745
3197,-619,2582,3536,1748698386785
3676,-550,2248,3537,1748698386825
3420,-211,2542,3538,1748698386867
3504,-199,2543,3539,1748698386906
3287,-309,2139,3540,1748698386946
3378,-612,1792,3541,1748698386985
3446,-63,2067,3542,1748698387028
3522,428,2348,3543,1748698387066
3454,408,2144,3544,1748698387106
3539,162,2125,3545,1748698387146
3511,461,2087,3546,1748698387188
3561,374,1983,3547,1748698387226
3537,305,1996,3548,1748698387266
3532,487,2035,3549,1748698387306
3537,380,2044,3550,1748698387349
3516,437,2152,3551,1748698387386
3513,448,2004,3552,1748698387426
3552,447,2021,3553,1748698387466
3542,476,2160,3554,1748698387508
3490,578,2080,3555,1748698387547
3540,445,2019,3556,1748698387587
3559,254,1904,3557,1748698387627
3539,720,2072,3558,1748698387669
3552,394,2012,3559,1748698387707
3545,434,1984,3560,1748698387747
3562,591,1990,3561,1748698387787
3560,383,2012,3562,1748698387829
3586,526,2040,3563,1748698387867
3551,343,1981,3564,1748698387908
3518,547,2035,3565,1748698387947
3576,448,2023,3566,1748698387990
3533,408,2064,3567,1748698388028
3557,481,1988,3568,1748698388068
3584,480,1987,3569,1748698388108
3552,467,2010,3570,1748698388150
3534,496,2044,3571,1748698388188
3571,451,2018,3572,1748698388228
3547,506,2028,3573,1748698388268
3545,477,1993,3574,1748698388311
3578,444,2008,3575,1748698388348
3537,476,2011,3576,1748698388389
3560,493,2012,3577,1748698388429
3570,433,2018,3578,1748698388471
3561,468,2022,3579,1748698388509
3511,458,2011,3580,1748698388549
3583,492,1994,3581,1748698388589
3521,464,2016,3582,1748698388632
3549,509,2010,3583,1748698388669
3558,503,2001,3584,1748698388710
3545,417,1984,3585,1748698388750
3558,502,2017,3586,1748698388791
3529,423,2047,3587,1748698388830
3564,440,2069,3588,1748698388870
3580,479,2027,3589,1748698388910
3559,488,2005,3590,1748698388953
3564,456,2035,3591,1748698388991
3556,453,2030,3592,1748698389030
3560,446,2041,3593,1748698389071
3514,485,2029,3594,1748698389113
3534,490,2038,3595,1748698389151
3567,473,2015,3596,1748698389191
3584,520,2008,3597,1748698389231
3557,467,1996,3598,1748698389274
3596,403,2018,3599,1748698389312
3552,450,2041,3600,1748698389352
3531,452,2059,3601,1748698389392
3570,460,2034,3602,1748698389433
3557,505,1986,3603,1748698389472
3558,491,2028,3604,1748698389512
3514,445,1999,3605,1748698389552
3552,451,2003,3606,1748698389595
3591,485,1990,3607,1748698389632
3565,493,1985,3608,1748698389672
3577,431,2006,3609,1748698389713
3568,496,2012,3610,1748698389754
3573,499,2073,3611,1748698389793
3564,358,1914,3612,1748698389833
3572,628,2017,3613,1748698389873
3492,601,2086,3614,1748698389916
3486,62,2002,3615,1748698389954
3560,255,2197,3616,1748698389994
3387,853,2340,3617,1748698390034
3398,-120,1969,3618,1748698390076
2945,10,2371,3619,1748698390114
2844,-25,2210,3620,1748698390154
1973,-999,1480,3621,1748698390194
1651,-1497,1401,3622,1748698390237
1122,-663,2414,3623,1748698390275
1248,-2323,2852,3624,1748698390315
1262,-2497,3324,3625,1748698390355
1361,-3015,3663,3626,1748698390396
1837,-2913,3822,3627,1748698390435
1403,-2891,3509,3628,1748698390475
1467,-2845,3626,3629,1748698390515
1026,-2977,3873,3630,1748698390558
1308,-3342,3861,3631,1748698390595
1387,-3453,2993,3632,1748698390635
848,-2441,3150,3633,1748698390676
698,-2608,3085,3634,1748698390717
341,-2405,3188,3635,1748698390756
152,-2400,4035,3636,1748698390796
144,-1636,4692,3637,1748698390836
174,-1195,5020,3638,1748698390878
1160,-2087,2357,3639,1748698390916
2457,-3128,945,3640,1748698390956
2219,-2170,890,3641,1748698390996
686,-3252,1818,3642,1748698391038
-926,-237,3209,3643,1748698391076
-1476,-883,5034,3644,1748698391117
-1133,-836,6872,3645,1748698391157
-710,1000,3935,3646,1748698391199
-41,541,3944,3647,1748698391237
-307,29,4257,3648,1748698391277
-67,-86,3964,3649,1748698391317
-158,687,4127,3650,1748698391359
-100,-207,4134,3651,1748698391397
-210,1123,4126,3652,1748698391437
-126,150,4044,3653,1748698391477
-73,-9,4001,3654,1748698391520
6,396,3952,3655,1748698391557
-158,459,4115,3656,1748698391598
-14,712,4039,3657,1748698391638
-124,460,4124,3658,1748698391679
32,243,4046,3659,1748698391720
-54,-110,3887,3660,1748698391758
-175,58,4157,3661,1748698391798
71,415,4091,3662,1748698391838
-80,132,4135,3663,1748698391881
19,87,3986,3664,1748698391919
-4,-66,4052,3665,1748698391958
-61,41,4053,3666,1748698391999
68,62,4064,3667,1748698392040
32,164,4078,3668,1748698392079
22,88,4095,3669,1748698392119
25,-2,4038,3670,1748698392159
-23,-72,4084,3671,1748698392202
10,-17,4068,3672,1748698392239
9,16,4062,3673,1748698392279
-24,198,4112,3674,1748698392320
-77,472,4093,3675,1748698392361
-3,109,4050,3676,1748698392400
-28,225,4159,3677,1748698392440
19,-97,4015,3678,1748698392480
-126,355,4131,3679,1748698392523
-27,425,4109,3680,1748698392560
-34,127,4065,3681,1748698392600
-46,47,4058,3682,1748698392640
-63,180,4068,3683,1748698392682
-10,50,4033,3684,1748698392721
-187,424,4215,3685,1748698392761
-18,271,4068,3686,1748698392801
54,-340,3968,3687,1748698392844
-14,903,4076,3688,1748698392881
-1,82,4065,3689,1748698392921
-105,333,4034,3690,1748698392961
-32,55,4047,3691,1748698393003
-67,192,4019,3692,1748698393041
-21,278,4018,3693,1748698393082
-88,357,4074,3694,1748698393122
-54,334,4031,3695,1748698393164
-14,421,4047,3696,1748698393202
-35,89,4002,3697,1748698393242
-30,49,4023,3698,1748698393282
-27,152,4044,3699,1748698393324
-61,418,4061,3700,1748698393362
-32,179,4050,3701,1748698393403
-84,234,4054,3702,1748698393443
-37,151,4006,3703,1748698393485
-4,72,3996,3704,1748698393523
10,69,4002,3705,1748698393563
25,143,4027,3706,1748698393603
-21,179,4039,3707,1748698393645
-19,152,4049,3708,1748698393684
-53,118,4047,3709,1748698393724
-111,74,4048,3710,1748698393764
-117,25,4070,3711,1748698393807
-76,59,4009,3712,1748698393844
-64,105,4039,3713,1748698393884
-49,126,4045,3714,1748698393925
-3,189,4055,3715,1748698393966
-63,204,4047,3716,1748698394004
-43,134,4028,3717,1748698394045
-90,140,4027,3718,1748698394085
-47,193,4035,3719,1748698394128
-70,193,4020,3720,1748698394165
-38,173,4050,3721,1748698394205
-51,142,4051,3722,1748698394245
-81,213,4040,3723,1748698394287
-56,98,4066,3724,1748698394326
-30,276,4067,3725,1748698394365
19,140,4021,3726,1748698394405
-17,251,4057,3727,1748698394448
66,258,4071,3728,1748698394486
24,413,4068,3729,1748698394526
-28,270,4054,3730,1748698394566
-106,390,4097,3731,1748698394607
-56,308,4050,3732,1748698394646
-22,499,4094,3733,1748698394686
21,185,3999,3734,1748698394726
92,224,3897,3735,1748698394769
-108,356,4109,3736,1748698394806
-53,555,4098,3737,1748698394846
68,263,4000,3738,1748698394886
1,433,4074,3739,1748698394928
-132,529,4034,3740,1748698394967
11,145,4047,3741,1748698395007
22,233,4038,3742,1748698395047
12,140,4056,3743,1748698395089
-40,221,4101,3744,1748698395127
-56,295,4084,3745,1748698395167
-43,118,4117,3746,1748698395207
-47,101,4039,3747,1748698395249
-7,163,4047,3748,1748698395287
11,185,4087,3749,1748698395328
46,220,4084,3750,1748698395368
-49,136,4037,3751,1748698395410
-16,125,4054,3752,1748698395448
48,74,4076,3753,1748698395488
81,6,4019,3754,1748698395528
99,105,4054,3755,1748698395570
81,117,4083,3756,1748698395608
59,109,4091,3757,1748698395648
-39,111,4101,3758,1748698395688
-14,34,4070,3759,1748698395731
-11,23,4047,3760,1748698395768
-9,-78,3997,3761,1748698395808
13,9,4057,3762,1748698395849
54,113,4086,3763,1748698395890
93,168,4070,3764,1748698395929
114,154,4078,3765,1748698395969
98,147,4060,3766,1748698396009
38,96,4075,3767,1748698396052
1,94,4078,3768,1748698396089
9,161,4076,3769,1748698396129
69,177,4068,3770,1748698396169
56,165,4063,3771,1748698396211
25,145,4090,3772,1748698396250
51,110,4081,3773,1748698396290
52,71,4071,3774,1748698396330
82,149,4068,3775,1748698396370
67,148,4116,3776,1748698396410
61,52,4074,3777,1748698396450
-143,1726,4619,3778,1748698396490
-428,-885,5177,3779,1748698396530
-516,-4035,5403,3780,1748698396570
443,-811,3539,3781,1748698396610
842,-2079,1930,3782,1748698396650
1844,-3299,2301,3783,1748698396691
1066,-1515,2422,3784,1748698396731
1224,-2770,2516,3785,1748698396771
912,-1391,2407,3786,1748698396811
644,-2907,3181,3787,1748698396851
664,-2483,3600,3788,1748698396891
820,-1228,3415,3789,1748698396931
486,-2758,3669,3790,1748698396971
639,-2243,4392,3791,1748698397011
789,-3109,3568,3792,1748698397051
1066,-4099,4482,3793,1748698397091
1267,-3498,4391,3794,1748698397132
1395,-3076,3812,3795,1748698397172
1663,-2212,3414,3796,1748698397212
1718,-1715,3295,3797,1748698397252
1918,-1110,2796,3798,1748698397292
2043,-1241,2019,3799,1748698397333
1819,-994,1833,3800,1748698397372
2316,-949,2072,3801,1748698397416
2551,-567,2170,3802,1748698397456
2745,-345,2296,3803,1748698397497
2751,161,2226,3804,1748698397537
2764,1,2022,3805,1748698397577
3107,-207,1841,3806,1748698397617
3219,142,2020,3807,1748698397658
6086,-441,1761,3808,1748698397697
2098,1041,2151,3809,1748698397737
4335,113,1961,3810,1748698397777
3379,-382,1819,3811,1748698397818
3616,479,2062,3812,1748698397857
3816,971,1947,3813,1748698397898
3710,334,1626,3814,1748698397938
3649,108,1814,3815,1748698397978
3586,291,1822,3816,1748698398018
3514,654,1974,3817,1748698398058
3632,566,2044,3818,1748698398098
3641,273,1764,3819,1748698398139
3630,290,1840,3820,1748698398178
3613,570,1955,3821,1748698398218
3594,722,1882,3822,1748698398259
3602,732,1835,3823,1748698398299
3610,451,1829,3824,1748698398339
3628,530,1754,3825,1748698398379
3636,653,1791,3826,1748698398419
3638,764,1869,3827,1748698398460
3653,641,1759,3828,1748698398499
3650,469,1762,3829,1748698398540
3643,1212,1843,3830,1748698398580
3624,629,1710,3831,1748698398620
3643,514,1796,3832,1748698398660
3663,841,1897,3833,1748698398700
3635,697,1833,3834,1748698398740
3648,600,1786,3835,1748698398780
3647,799,1823,3836,1748698398820
3656,618,1787,3837,1748698398860
3632,663,1802,3838,1748698398900
3641,716,1759,3839,1748698398941
3691,600,1812,3840,1748698398980
3649,676,1777,3841,1748698399020
3647,692,1780,3842,1748698399060
3679,585,1751,3843,1748698399101
3627,708,1812,3844,1748698399141
3621,744,1819,3845,1748698399181
3635,604,1822,3846,1748698399221
3641,626,1805,3847,1748698399261
3604,701,1830,3848,1748698399301
3652,670,1784,3849,1748698399341
3630,619,1806,3850,1748698399381
3659,705,1792,3851,1748698399422
3635,665,1807,3852,1748698399461
3625,690,1842,3853,1748698399501
3635,644,1780,3854,1748698399542
3665,687,1827,3855,1748698399582
3614,660,1803,3856,1748698399622
3626,632,1836,3857,1748698399662
3669,634,1794,3858,1748698399702
3645,653,1881,3859,1748698399743
3638,709,1789,3860,1748698399782
3652,618,1841,3861,1748698399822
3653,668,1868,3862,1748698399862
3634,677,1813,3863,1748698399903
3646,642,1794,3864,1748698399943
3641,660,1842,3865,1748698399983
3648,702,1796,3866,1748698400023
3644,602,1832,3867,1748698400064
3650,588,1797,3868,1748698400103
3630,753,1854,3869,1748698400143
3598,809,2037,3870,1748698400183
3589,670,1756,3871,1748698400224
3675,253,1771,3872,1748698400263
3651,458,1795,3873,1748698400304
3626,641,1913,3874,1748698400344
3642,381,1897,3875,1748698400384
3593,516,1985,3876,1748698400424
3552,-245,2163,3877,1748698400464
3516,-330,2352,3878,1748698400504
3478,-130,2132,3879,1748698400545
3542,-242,2251,3880,1748698400584
3530,-8,1853,3881,1748698400624
3548,-451,2049,3882,1748698400665
3533,-394,2227,3883,1748698400705
3521,-241,2052,3884,1748698400745
3601,-220,1899,3885,1748698400785
3638,-427,1792,3886,1748698400825
3657,-315,2054,3887,1748698400866
3606,-191,2032,3888,1748698400905
3649,-107,1773,3889,1748698400946
3855,-258,1782,3890,1748698400986
3618,-317,1866,3891,1748698401026
3688,-129,1710,3892,1748698401066
3672,-184,1741,3893,1748698401106
3691,-327,1784,3894,1748698401146
3734,-148,1775,3895,1748698401187
3746,-443,1634,3896,1748698401226
3770,-358,1681,3897,1748698401266
3737,-255,1620,3898,1748698401306
3784,-335,1608,3899,1748698401348
3803,-217,1603,3900,1748698401387
3767,-227,1645,3901,1748698401427
3772,-173,1593,3902,1748698401467
3774,-311,1553,3903,1748698401508
3815,-63,1541,3904,1748698401548
3759,-339,1734,3905,1748698401587
3773,-327,1653,3906,1748698401628
3767,-229,1695,3907,1748698401668
3754,-257,1620,3908,1748698401708
3747,-286,1580,3909,1748698401748
3819,-252,1486,3910,1748698401788
3774,-211,1529,3911,1748698401829
3732,-289,1648,3912,1748698401868
3759,-298,1604,3913,1748698401908
3772,-276,1588,3914,1748698401949
3759,-321,1606,3915,1748698401989
3784,-242,1593,3916,1748698402029
3779,-285,1579,3917,1748698402069
3771,-268,1574,3918,1748698402109
3748,-307,1608,3919,1748698402150
3787,-254,1559,3920,1748698402189
3765,-302,1598,3921,1748698402229
3757,-234,1580,3922,1748698402269
3782,-245,1588,3923,1748698402311
3778,-262,1659,3924,1748698402351
3752,-255,1623,3925,1748698402390
3755,-273,1662,3926,1748698402430
3763,-303,1628,3927,1748698402471
3727,-289,1653,3928,1748698402510
3781,-300,1684,3929,1748698402550
3743,-186,1624,3930,1748698402590
3750,-300,1641,3931,1748698402631
3745,-272,1667,3932,1748698402670
3740,-228,1697,3933,1748698402711
3705,-286,1671,3934,1748698402751
3747,-240,1681,3935,1748698402791
3752,-241,1696,3936,1748698402831
3724,-223,1684,3937,1748698402871
3782,-271,1701,3938,1748698402911
3753,-266,1676,3939,1748698402952
3742,-254,1693,3940,1748698402991
3734,-275,1687,3941,1748698403031
3734,-248,1680,3942,1748698403071
3743,-235,1690,3943,1748698403112
3743,-288,1690,3944,1748698403152
3729,-190,1673,3945,1748698403192
3750,-269,1706,3946,1748698403232
3733,-256,1704,3947,1748698403272
3721,-250,1735,3948,1748698403312
3728,-233,1718,3949,1748698403352
3728,-239,1735,3950,1748698403392
3725,-240,1720,3951,1748698403433
3724,-202,1711,3952,1748698403472
3737,-255,1733,3953,1748698403512
3747,-245,1714,3954,1748698403553
3696,-235,1706,3955,1748698403593
3728,-273,1736,3956,1748698403633
3741,-246,1741,3957,1748698403673
3720,-228,1775,3958,1748698403713
3729,-212,1726,3959,1748698403754
3704,-228,1723,3960,1748698403793
3705,-270,1725,3961,1748698403833
3703,-221,1711,3962,1748698403873
3729,-215,1704,3963,1748698403914
3718,-240,1695,3964,1748698403954
3716,-204,1706,3965,1748698403994
3728,-239,1713,3966,1748698404034
3748,-212,1756,3967,1748698404074
3720,-223,1711,3968,1748698404114
3738,-253,1742,3969,1748698404154
3745,-205,1728,3970,1748698404194
3733,-208,1714,3971,1748698404235
3715,-263,1700,3972,1748698404274
3698,-219,1733,3973,1748698404314
3706,-226,1754,3974,1748698404355
3715,-267,1725,3975,1748698404395
3752,-188,1719,3976,1748698404435
3707,-243,1709,3977,1748698404475
3712,-220,1715,3978,1748698404515
3708,-219,1727,3979,1748698404556
3700,-246,1760,3980,1748698404595
3728,-198,1695,3981,1748698404635
3701,-233,1758,3982,1748698404675
3722,-223,1716,3983,1748698404716
3710,-196,1750,3984,1748698404756
3724,-255,1718,3985,1748698404796
3725,-190,1745,3986,1748698404836
3733,-242,1712,3987,1748698404877
3712,-227,1710,3988,1748698404916
3700,-212,1753,3989,1748698404956
3731,-231,1716,3990,1748698404996
3723,-224,1709,3991,1748698405037
3710,-221,1734,3992,1748698405076
3739,-252,1705,3993,1748698405116
3740,-221,1734,3994,1748698405157
3721,-268,1728,3995,1748698405197
3740,-200,1719,3996,1748698405237
3746,-191,1710,3997,1748698405277
3741,-223,1706,3998,1748698405317
3698,-234,1712,3999,1748698405358
3712,-271,1742,4000,1748698405397
3724,-217,1750,4001,1748698405437
3709,-248,1747,4002,1748698405478
3714,-194,1758,4003,1748698405518
3743,-225,1762,4004,1748698405558
3706,-242,1718,4005,1748698405598
3706,-248,1733,4006,1748698405638
3695,-223,1740,4007,1748698405679
3706,-244,1701,4008,1748698405718
3710,-308,1827,4009,1748698405759
3699,-210,1792,4010,1748698405798
3717,-264,1775,4011,1748698405839
3686,-212,1809,4012,1748698405879
3682,-195,1793,4013,1748698405919
3711,-273,1764,4014,1748698405959
3703,-293,1773,4015,1748698405999
3684,-240,1755,4016,1748698406039
3707,-257,1758,4017,1748698406079
3711,-213,1768,4018,1748698406119
3693,-224,1784,4019,1748698406160
3681,-255,1781,4020,1748698406200
3691,-221,1799,4021,1748698406240
3659,-287,1807,4022,1748698406280
3694,-268,1799,4023,1748698406321
3701,-235,1783,4024,1748698406360
3711,-199,1784,4025,1748698406400
3686,-220,1784,4026,1748698406440
3707,-311,1781,4027,1748698406481
3688,-292,1778,4028,1748698406520
3682,-245,1773,4029,1748698406561
3715,-215,1786,4030,1748698406601
3692,-222,1792,4031,1748698406641
3676,-253,1798,4032,1748698406681
3710,-198,1801,4033,1748698406721
3682,-294,1774,4034,1748698406761
3685,-265,1813,4035,1748698406802
3668,-263,1796,4036,1748698406841
3685,-248,1775,4037,1748698406881
3683,-203,1806,4038,1748698406921
3699,-197,1766,4039,1748698406962
3680,-241,1796,4040,1748698407001
3716,-268,1776,4041,1748698407042
3704,-272,1758,4042,1748698407081
3718,-293,1782,4043,1748698407122
3703,-183,1792,4044,1748698407162
3681,-258,1777,4045,1748698407202
3683,-269,1782,4046,1748698407242
3687,-243,1778,4047,1748698407283
3701,-264,1778,4048,1748698407322
3682,-269,1806,4049,1748698407362
3711,-213,1775,4050,1748698407402
3679,-315,1809,4051,1748698407443
3641,-238,1814,4052,1748698407482
3752,-287,1736,4053,1748698407523
3725,-11,1605,4054,1748698407563
3730,-250,1704,4055,1748698407603
3662,-182,1802,4056,1748698407643
3636,-106,1878,4057,1748698407683
3691,-182,1903,4058,1748698407723
3611,-153,1983,4059,1748698407764
3621,-133,1958,4060,1748698407803
3624,-135,1953,4061,1748698407843
3610,-73,1982,4062,1748698407883
3599,-88,1992,4063,1748698407924
3615,-52,1977,4064,1748698407964
3586,-106,1989,4065,1748698408004
3610,-145,2006,4066,1748698408044
3608,-134,1970,4067,1748698408084
3605,-146,1941,4068,1748698408124
3627,-95,1930,4069,1748698408164
3609,-116,1942,4070,1748698408204
3620,-157,1935,4071,1748698408245
3609,-100,2038,4072,1748698408284
3575,-146,2039,4073,1748698408324
3606,-81,1977,4074,1748698408365
3628,-82,1916,4075,1748698408405
3580,-148,2028,4076,1748698408445
3595,-120,1985,4077,1748698408485
3603,-128,1969,4078,1748698408525
3604,-69,2024,4079,1748698408566
3593,-118,1988,4080,1748698408605
3578,-106,2015,4081,1748698408645
3606,-113,1980,4082,1748698408685
3597,-95,2024,4083,1748698408726
3565,-80,1976,4084,1748698408766
3583,-83,1979,4085,1748698408806
3617,-120,1969,4086,1748698408846
3603,-63,1983,4087,1748698408887
3589,-83,1962,4088,1748698408926
3600,-134,1941,4089,1748698408967
3607,-155,1977,4090,1748698409006
3622,-95,1933,4091,1748698409047
3624,-111,1986,4092,1748698409087
3546,-120,2006,4093,1748698409127
3644,83,1909,4094,1748698409167
3608,-88,1974,4095,1748698409208
3599,-67,2050,4096,1748698409247
3588,13,2046,4097,1748698409287
3567,77,2015,4098,1748698409327
3541,94,2044,4099,1748698409368
3586,109,1929,4100,1748698409408
3602,149,1944,4101,1748698409447
3606,21,1907,4102,1748698409487
3595,287,1966,4103,1748698409528
3629,625,2055,4104,1748698409568
3603,533,1998,4105,1748698409607
3602,508,2008,4106,1748698409647
3572,688,2014,4107,1748698409688
3598,506,1952,4108,1748698409728
3619,467,1829,4109,1748698409768
3589,521,1873,4110,1748698409808
3582,851,1963,4111,1748698409849
3581,664,1862,4112,1748698409888
3582,604,1926,4113,1748698409928
3584,591,1951,4114,1748698409969
3616,545,1894,4115,1748698410009
3572,637,1800,4116,1748698410049
3606,643,1967,4117,1748698410089
3584,676,1844,4118,1748698410129
3612,721,1888,4119,1748698410170
3584,647,1898,4120,1748698410209
3608,544,1895,4121,1748698410249
3570,670,1898,4122,1748698410290
3585,618,1961,4123,1748698410331
3593,652,1852,4124,1748698410370
3597,663,1904,4125,1748698410410
3590,651,1860,4126,1748698410450
3636,569,1880,4127,1748698410491
3608,597,1893,4128,1748698410530
3626,644,1858,4129,1748698410571
3604,639,1916,4130,1748698410610
3586,681,1892,4131,1748698410651
3596,635,1903,4132,1748698410691
3628,663,1932,4133,1748698410731
3609,657,1866,4134,1748698410771
3597,666,1855,4135,1748698410811
3617,607,1862,4136,1748698410851
3638,624,1848,4137,1748698410891
3594,646,1861,4138,1748698410931
3606,638,1874,4139,1748698410972
3582,668,1850,4140,1748698411011
3627,631,1861,4141,1748698411051
3617,621,1891,4142,1748698411091
3605,646,1884,4143,1748698411132
3628,623,1852,4144,1748698411172
3604,642,1860,4145,1748698411212
3617,631,1881,4146,1748698411252
3602,643,1876,4147,1748698411292
3594,649,1869,4148,1748698411332
3593,658,1904,4149,1748698411373
3616,654,1867,4150,1748698411412
3592,643,1860,4151,1748698411453
3616,660,1884,4152,1748698411493
3587,640,1897,4153,1748698411533
3589,633,1875,4154,1748698411573
3615,679,1882,4155,1748698411614
3598,612,1867,4156,1748698411653
3598,664,1875,4157,1748698411693
3619,643,1851,4158,1748698411733
3614,608,1915,4159,1748698411774
3627,694,1900,4160,1748698411813
3644,551,1844,4161,1748698411854
3573,752,1932,4162,1748698411893
3610,867,2054,4163,1748698411934
3616,605,1972,4164,1748698411974
3613,250,1905,4165,1748698412014
3604,269,1746,4166,1748698412054
3581,848,1864,4167,1748698412095
3593,622,2145,4168,1748698412134
3594,104,2035,4169,1748698412175
3587,336,2070,4170,1748698412214
3595,296,2104,4171,1748698412255
3563,162,1975,4172,1748698412295
3591,283,2054,4173,1748698412335
3614,407,1951,4174,1748698412375
3675,-50,1892,4175,1748698412416
3631,68,1866,4176,1748698412455
3705,22,1726,4177,1748698412495
3717,-151,1664,4178,1748698412535
3720,-137,1751,4179,1748698412577
3772,118,1624,4180,1748698412616
3721,-24,1661,4181,1748698412656
3769,-75,1681,4182,1748698412696
3748,-20,1722,4183,1748698412737
3753,56,1645,4184,1748698412777
3764,-38,1697,4185,1748698412816
3737,-57,1636,4186,1748698412856
3771,-47,1656,4187,1748698412897
3738,18,1725,4188,1748698412937
3751,-43,1654,4189,1748698412977
3779,-13,1660,4190,1748698413017
3745,-20,1618,4191,1748698413058
3762,-58,1666,4192,1748698413097
3759,-33,1640,4193,1748698413137
3761,-52,1693,4194,1748698413178
3732,-14,1662,4195,1748698413218
3784,-12,1671,4196,1748698413258
3767,-16,1672,4197,1748698413298
3779,-20,1627,4198,1748698413338
3777,-44,1660,4199,1748698413379
3755,-18,1612,4200,1748698413418
3800,-16,1611,4201,1748698413458
3771,3,1602,4202,1748698413499
3762,15,1608,4203,1748698413539
3771,4,1593,4204,1748698413579
3769,-26,1643,4205,1748698413619
3776,-31,1638,4206,1748698413659
3783,-38,1620,4207,1748698413700
3788,-22,1614,4208,1748698413739
3794,-30,1641,4209,1748698413780
3786,-28,1625,4210,1748698413820
3768,-30,1636,4211,1748698413860
3766,-18,1650,4212,1748698413900
3765,-35,1659,4213,1748698413940
3776,-35,1685,4214,1748698413980
3753,9,1676,4215,1748698414021
3787,-14,1667,4216,1748698414060
3759,-22,1686,4217,1748698414100
3748,-2,1673,4218,1748698414141
3729,-75,1666,4219,1748698414182
3734,-12,1656,4220,1748698414221
3748,-36,1653,4221,1748698414261
3777,-39,1655,4222,1748698414301
3775,9,1643,4223,1748698414342
3752,-26,1688,4224,1748698414381
3745,-12,1681,4225,1748698414421
3791,-50,1649,4226,1748698414461
3728,3,1687,4227,1748698414502
3770,-22,1691,4228,1748698414541
3749,-19,1702,4229,1748698414582
3729,7,1730,4230,1748698414622
3731,31,1715,4231,1748698414662
3718,-30,1638,4232,1748698414702
3751,19,1695,4233,1748698414742
3748,-54,1695,4234,1748698414782
3730,32,1709,4235,1748698414823
3731,-35,1685,4236,1748698414862
3724,-1,1694,4237,1748698414902
3741,-15,1679,4238,1748698414942
3718,17,1672,4239,1748698414984
3719,45,1726,4240,1748698415023
3712,54,1816,4241,1748698415063
3687,8,1873,4242,1748698415103
3646,32,1858,4243,1748698415143
3677,23,1885,4244,1748698415183
3657,53,1879,4245,1748698415223
3694,14,1817,4246,1748698415263
3678,71,1881,4247,1748698415304
3703,33,1804,4248,1748698415343
3722,83,1781,4249,1748698415384
3705,-20,1793,4250,1748698415423
3664,-25,1892,4251,1748698415464
3688,-13,1872,4252,1748698415504
3636,-25,1840,4253,1748698415544
3692,25,1803,4254,1748698415584
3668,1,1789,4255,1748698415625
3698,-21,1824,4256,1748698415664
3669,-32,1828,4257,1748698415704
3689,-40,1813,4258,1748698415744
3724,-13,1812,4259,1748698415785
3708,27,1799,4260,1748698415825
3705,8,1791,4261,1748698415865
3692,-37,1796,4262,1748698415905
3714,-28,1775,4263,1748698415946
3711,19,1785,4264,1748698415985
3710,-9,1819,4265,1748698416025
3674,-18,1801,4266,1748698416065
3691,25,1817,4267,1748698416106
3719,-35,1827,4268,1748698416145
3708,-19,1789,4269,1748698416186
3698,7,1802,4270,1748698416226
3697,-26,1772,4271,1748698416266
3689,6,1789,4272,1748698416306
3687,-29,1773,4273,1748698416346
3707,-24,1761,4274,1748698416386
3710,0,1805,4275,1748698416427
3692,-17,1790,4276,1748698416466
3674,8,1779,4277,1748698416506
3723,47,1790,4278,1748698416547
3705,7,1802,4279,1748698416588
3676,9,1778,4280,1748698416627
3685,-10,1838,4281,1748698416667
3696,5,1805,4282,1748698416707
3716,-28,1789,4283,1748698416748
3695,-16,1783,4284,1748698416788
3696,28,1786,4285,1748698416827
3709,11,1830,4286,1748698416867
3688,16,1851,4287,1748698416908
3708,44,1824,4288,1748698416948
3662,-18,1814,4289,1748698416988
3705,50,1817,4290,1748698417028
3674,35,1796,4291,1748698417069
3671,-19,1797,4292,1748698417108
3686,40,1858,4293,1748698417148
3699,-1,1820,4294,1748698417189
3678,-11,1825,4295,1748698417229
3687,43,1818,4296,1748698417269
3683,-8,1801,4297,1748698417309
3681,27,1801,4298,1748698417349
3724,30,1799,4299,1748698417390
3692,-22,1802,4300,1748698417429
3673,12,1841,4301,1748698417469
3696,14,1834,4302,1748698417509
3695,19,1834,4303,1748698417550
3699,21,1786,4304,1748698417590
3687,27,1791,4305,1748698417630
3703,17,1807,4306,1748698417670
3723,5,1797,4307,1748698417710
3710,-13,1773,4308,1748698417750
3701,4,1828,4309,1748698417790
3672,4,1794,4310,1748698417830
3685,26,1824,4311,1748698417871
3680,22,1818,4312,1748698417910
3683,19,1815,4313,1748698417951
3681,28,1848,4314,1748698417991
3685,23,1797,4315,1748698418032
3695,-47,1812,4316,1748698418071
3671,-11,1832,4317,1748698418111
3685,45,1781,4318,1748698418151
3655,-21,1811,4319,1748698418192
3711,50,1766,4320,1748698418231
3655,76,1779,4321,1748698418271
3631,-106,1918,4322,1748698418311
3643,-179,2019,4323,1748698418352
3653,-122,1638,4324,1748698418392
3396,-152,2092,4325,1748698418432
3242,165,1704,4326,1748698418472
2158,-548,1423,4327,1748698418512
2463,-1728,1074,4328,1748698418552
1472,-1161,2223,4329,1748698418592
1940,-1273,2318,4330,1748698418632
1459,-1647,2982,4331,1748698418673
